id,text,language,crop,label,answer
W061,How many days after sowing wheat should I do first weeding?,en,wheat,weed_control,"First hand weeding or hoeing is usually done within the first 25–30 days, before weeds become large and start competing heavily."
W062,What cultural practices help in reducing weeds in wheat?,en,wheat,weed_control,"Good land preparation, line sowing, proper seed rate, timely irrigation and crop rotation all help reduce weed pressure in wheat fields."
W063,Is hand weeding still necessary after herbicide spray in wheat?,en,wheat,weed_control,"Yes, hand pulling or spot weeding may still be needed to remove surviving or late‑emerging weeds after herbicide spray, especially near field borders."
W064,What precautions should I take while spraying herbicides in wheat?,en,wheat,weed_control,"Use recommended dose, proper nozzle, correct pressure, avoid windy times, wear protective clothing and do not spray near water bodies or livestock."
W065,How do weeds affect wheat yield if not controlled on time?,en,wheat,weed_control,"Weeds can reduce wheat yield significantly by competing for nutrients, water and light, sometimes causing 20–50% or more loss if left uncontrolled."
W066,"My wheat leaves have yellow to orange pustules, is it rust disease?",en,wheat,disease,"Yes, small yellow to orange powdery pustules on leaves are typical of rust; confirm type and spray a recommended systemic fungicide promptly."
W067,How to identify wheat rust and its types?,en,wheat,disease,"Rust appears as yellow, orange or brown powdery spots on leaves and stems; leaf, stem and stripe rust differ in position and pattern of pustules."
W068,What is the control for leaf rust in wheat?,en,wheat,disease,"Use a recommended systemic fungicide at early infection, prefer resistant varieties, avoid late sowing, and remove volunteer wheat that harbors the disease."
W069,How do I manage stem rust in my wheat crop?,en,wheat,disease,"Spray a systemic fungicide at first signs, ensure good coverage, avoid excess nitrogen, and consider resistant varieties and crop rotation for long‑term management."
W070,What fungicide should I spray for stripe rust in wheat?,en,wheat,disease,"Use a fungicide specifically labeled for stripe rust, spraying at the early stage of pustule appearance and repeating if disease pressure stays high."
W071,"My wheat ears are black and covered with soot, is this loose smut?",en,wheat,disease,"Yes, black powder replacing grains in spikes suggests loose smut; infected plants cannot be cured, but seed treatment prevents it in the next season."
W072,How can I prevent loose smut in next wheat crop?,en,wheat,disease,"Treat seed with a suitable systemic fungicide before sowing and avoid using seed saved from smutted fields; use certified, disease‑free seed."
W073,"Wheat plants are stunted with yellow streaks, what disease could it be?",en,wheat,disease,Yellow streaks and stunted plants could be due to viral or other systemic diseases; remove severely affected plants and use vector control and healthy seed.
W074,What are the symptoms of Karnal bunt in wheat?,en,wheat,disease,"Karnal bunt causes partially black, fishy‑smelling grains with black powder near the embryo end; usually only some grains in a spike are affected."
W075,Which fungicide schedule is recommended to protect wheat from rust?,en,wheat,disease,"A typical schedule involves timely preventive sprays in high‑risk areas and curative sprays at early symptom appearance, plus use of resistant varieties and timely sowing."
W076,What integrated disease management practices are good for wheat?,en,wheat,disease,"Combine resistant varieties, healthy seed, crop rotation, balanced fertilization, proper irrigation and timely fungicide sprays to keep wheat diseases under control."
W077,Can resistant wheat varieties help against rust disease?,en,wheat,disease,"Yes, rust‑resistant varieties greatly reduce disease risk and fungicide need; always select varieties with current resistance suited to your region."
W078,Does seed treatment reduce bunt and smut diseases in wheat?,en,wheat,disease,"Yes, proper seed treatment reduces seed‑borne bunt and smut diseases and gives seedlings early protection from some soil‑borne pathogens."
W079,How does late sowing affect rust incidence in wheat?,en,wheat,disease,"Late sowing exposes crop to warmer, more humid weather during later stages, which favors rust development and often increases disease severity."
W080,Is crop rotation effective to manage wheat diseases?,en,wheat,disease,"Yes, rotating wheat with non‑host crops like legumes or oilseeds breaks disease cycles and helps lower inoculum in the field."
W081,What are common insect pests of wheat in Pakistan?,en,wheat,pest,"Common pests include aphids, armyworms, termites, cutworms and sometimes stem borers or grasshoppers, varying by region and season."
W082,How can I control aphids in my wheat crop?,en,wheat,pest,"Monitor populations regularly; if aphids cross the threshold, spray a recommended insecticide in the cooler part of the day, targeting undersides of leaves and ears."
W083,What is the economic threshold level for wheat aphids?,en,wheat,pest,The threshold is usually defined as a certain number of aphids per tiller or per ear; follow your local extension guidelines for exact figures.
W084,Which insecticide is recommended for armyworm in wheat?,en,wheat,pest,"Use an insecticide registered for armyworm in wheat, spray in the evening when larvae are active, and ensure good coverage of the crop canopy."
W085,How to control termite attack in wheat fields?,en,wheat,pest,"Use insecticidal seed treatment, destroy old stubbles, avoid waterlogging, apply recommended termiticides to affected patches, and improve field sanitation."
W086,"My wheat stems are hollow due to insects, what should I do?",en,wheat,pest,"Hollow stems suggest borer or termite damage; identify the pest, treat patches with appropriate insecticide, and remove heavily infested stubbles after harvest."
W087,Are there biological control options for wheat pests?,en,wheat,pest,"Yes, conservation biological control, predators, parasitoids and sometimes biopesticides can help, especially when combined with reduced broad‑spectrum insecticide use."
W088,How does early sowing affect pest pressure in wheat?,en,wheat,pest,"Early sowing often helps the crop escape peak pest populations, but it can also favor some pests; follow local experience and extension advice."
W089,What preventive measures can I take to reduce pest attack in wheat?,en,wheat,pest,"Use healthy seed, balanced fertilizer, timely sowing, field sanitation, removal of volunteer plants and timely insecticide sprays only when thresholds are crossed."
W090,Is seed treatment effective against soil-borne insects in wheat?,en,wheat,pest,"Yes, seed treatment helps protect emerging seedlings from soil‑borne insects and some early diseases, supporting a strong initial plant stand."
W091,When is the right time to harvest wheat for good grain quality?,en,wheat,harvest,"Harvest when grains are hard, straw turns yellow and grain moisture has dropped to a safe level; neither too early nor too late is desirable."
W092,How do I know wheat is ready for harvesting?,en,wheat,harvest,"Check that grains are firm and hard, cannot be dented easily with a thumbnail, and most leaves and stems have turned yellow or golden."
W093,What moisture level is ideal at wheat harvest?,en,wheat,harvest,"Safe harvest moisture is usually around low to mid‑teens percent; too high causes storage problems, too low can increase shattering losses."
W094,Should I harvest wheat with combine or manually? Pros and cons?,en,wheat,harvest,Combines save labor and time but require good adjustment to avoid losses; manual harvest is flexible but labor‑intensive and slower.
W095,How can I reduce grain shattering losses at wheat harvest?,en,wheat,harvest,"Harvest at the right maturity, adjust combine settings, avoid harvesting in very hot windy afternoons, and handle bundles carefully in manual harvest."
W096,What precautions should I take during wheat threshing?,en,wheat,harvest,"Avoid over‑threshing, use correct drum speed and concave clearance in combine or treading, and keep threshing floors clean and dry."
W097,How should I dry wheat grains after harvest?,en,wheat,harvest,"Spread grains in thin layers in a clean, airy place, stir them regularly, and dry until moisture is low enough for safe storage."
W098,What is the best way to store wheat to avoid insect attack?,en,wheat,harvest,"Clean grain properly, dry to safe moisture, use insect‑proof bags or bins, keep stores dry and cool, and check periodically for pests."
W099,Which storage bags or bins are recommended for wheat grain?,en,wheat,harvest,"Use clean, dry, strong jute or synthetic bags or metal/plastic bins that can be sealed well and kept off the ground and away from walls."
W100,How long can I safely store wheat grain without quality loss?,en,wheat,harvest,"If grain is dried properly and protected from insects and moisture, it can often be stored for many months with minimal quality loss."
W101,What is the current market price of wheat per maund in Pakistan?,en,wheat,market_price,"Market price changes daily by region; check your nearest mandi, government advisories, SMS services or agriculture apps for current per‑maund rates."
W102,How can I check daily wheat rates in my local market?,en,wheat,market_price,"Visit local markets, listen to radio or TV agri bulletins, or use mobile apps and SMS services that publish daily wheat prices."
W103,Is government support price for wheat announced this year?,en,wheat,market_price,"Support price announcements are made by government; follow official news, agriculture department notifications, or farmer helplines for the latest update."
W104,Should I sell wheat immediately after harvest or store for better price?,en,wheat,market_price,"If you need cash and rates are likely to fall, selling early may help; if you can store safely and expect higher prices, delayed selling can pay."
W105,How do middlemen affect wheat price for farmers?,en,wheat,market_price,Middlemen often buy low at farm gate and sell higher in market; improving your market information and exploring direct selling can reduce their margin.
W106,What factors decide wheat market price each season?,en,wheat,market_price,"Prices depend on supply, demand, government policies, international markets, input costs and quality; bumper crops or imports often push prices down."
W107,Does grain quality like test weight affect wheat rate?,en,wheat,market_price,"Yes, better test weight, cleanliness and grain size usually fetch higher prices, especially with buyers who pay premiums for quality grain."
W108,Are there any government procurement centers for wheat near me?,en,wheat,market_price,"Contact your local food department, agriculture office or farmer organizations; they maintain lists of official procurement centers each season."
W109,How can I get information on government wheat procurement policy?,en,wheat,market_price,"Check government websites, agriculture department offices, helplines or local extension staff; they share rules, timings and conditions for wheat procurement."
W110,Is there any mobile app to track wheat prices for farmers?,en,wheat,market_price,Many regions have government or private apps and SMS services that show mandi rates; ask your local agriculture office which digital tools are available.
W111,Give me a complete wheat production technology guide in simple steps.,en,wheat,general_info,"Stepwise: prepare and level land, sow at recommended time with certified seed in lines, apply balanced NPK, control weeds early, irrigate at critical stages, manage pests and diseases, then harvest and store safely."
W112,What precautions should I take for wheat in saline soils?,en,wheat,general_info,"Avoid very saline patches, improve drainage, apply gypsum if recommended, use salt‑tolerant varieties and keep good soil moisture to dilute salts."
W113,"Can wheat be intercropped with any other crop? If yes, how?",en,wheat,general_info,"Yes, sometimes wheat is intercropped with short‑duration fodders or legumes, but spacing and competition must be managed; follow local tested systems."
W114,What are common nutrient deficiency symptoms in wheat leaves?,en,wheat,nutrient_deficiency,"Common deficiency symptoms include yellowing, pale leaves, purple or reddish tints, stunted growth, poor tillering and sometimes white or stripy leaves, depending on the nutrient."
W115,How do I identify nitrogen deficiency in wheat?,en,wheat,nutrient_deficiency,"Nitrogen deficiency usually shows pale, yellowish older leaves, thin plants and poor tillering; yield potential drops if not corrected in time."
W116,What is the remedy if my wheat leaves are pale and yellow?,en,wheat,nutrient_deficiency,Pale yellow leaves often mean N deficiency; apply recommended nitrogen topdressing and ensure adequate soil moisture to help uptake.
W117,How can I correct zinc deficiency in wheat crop?,en,wheat,nutrient_deficiency,Zinc deficiency may cause whitish or light stripes on younger leaves and stunted plants; use zinc‑enriched fertilizers or foliar zinc sprays as recommended.
W118,Is foliar spray helpful to quickly correct nutrient problems in wheat?,en,wheat,nutrient_deficiency,"Yes, foliar sprays can correct mild to moderate deficiencies relatively quickly, especially for micronutrients; repeat only if symptoms persist and follow label."
W119,What precautions should I take when spraying fungicides on wheat?,en,wheat,disease,"Use proper protective gear, follow label dose and timing, avoid strong wind and high temperatures, and keep children and animals away from spray area."
W120,Can I mix insecticide and fungicide in one spray for wheat?,en,wheat,pest,"Some products allow mixing, but only if labels specifically permit; otherwise use separate sprays to avoid reduced effectiveness or crop injury."
W121,How can I protect wheat crop from lodging due to wind or rain?,en,wheat,general_info,"Use balanced fertilizer, avoid excessive nitrogen, ensure proper irrigation and drainage, and if strong winds are forecast, avoid late heavy irrigations that encourage lodging."
W122,Does very high nitrogen cause lodging in wheat crop?,en,wheat,fertilizer,"Yes, very high nitrogen without balance or support can make stems weaker and increase lodging, especially under strong wind or heavy irrigation."
W123,Which wheat variety is good for drought-prone areas?,en,wheat,general_info,Select region‑recommended drought‑tolerant varieties from your agriculture department or research institutes; they usually perform better under water stress.
W124,How to manage wheat under climate change and erratic rains?,en,wheat,weather_risk,"Adjust sowing dates, conserve soil moisture, choose tolerant varieties, use mulching or residue cover, and plan irrigations based on reliable weather forecasts."
W125,What is the impact of heat stress at grain filling stage in wheat?,en,wheat,weather_risk,Heat stress during grain filling causes shriveled grains and yield loss; severe terminal heat can significantly reduce grain weight and overall production.
W126,How can I reduce risk of frost damage to wheat seedlings?,en,wheat,weather_risk,"Use timely sowing to avoid peak frost, maintain proper soil moisture, avoid very lush, late nitrogen just before frost, and consider slightly deeper sowing in frost‑prone zones."
W127,Are there any subsidies for wheat seed or fertilizer for small farmers?,en,wheat,subsidy_loan,"In some years, governments or agencies offer subsidies on seed or fertilizer; confirm with local agriculture offices or Kisan support programs for eligibility."
W128,How can I apply for government wheat support schemes or loans?,en,wheat,subsidy_loan,"Visit your agriculture office, bank or government portal; they usually require land records, CNIC and forms; staff can guide you through the process."
W129,Which machinery is best for wheat sowing on beds or zero tillage?,en,wheat,machinery,Bed planters or zero‑till drills designed for wheat are best; they place seed and fertilizer precisely and create raised beds or furrows in one pass.
W130,Is zero-till wheat after rice beneficial? What are the advantages?,en,wheat,machinery,"Zero‑till wheat after rice saves time, reduces tillage cost, conserves moisture, helps manage residues and can improve soil health over time."
W131,Can I use drill machine for wheat sowing after cotton picking?,en,wheat,machinery,"Yes, you can; adjust drill depth, clear heavy residues and ensure proper calibration so the seed is placed at uniform depth and spacing after cotton."
W132,How many tillers per plant are ideal in a healthy wheat crop?,en,wheat,general_info,"A healthy wheat plant generally has multiple productive tillers; the exact ideal number varies, but more well‑filled, disease‑free tillers give higher yield."
W133,What plant population per acre is considered good for wheat?,en,wheat,general_info,Good plant population ensures quick canopy and efficient resource use; follow recommended seeds per acre or seedlings per square meter for your region.
W134,How can I improve wheat yield on my small farm?,en,wheat,general_info,"Use better seed, sow at the right time, manage fertility and water carefully, control weeds early, and protect the crop from pests and diseases."
W135,Please give me stepwise schedule for complete wheat season management.,en,wheat,general_info,"Plan: prepare land, sow on time, apply basal fertilizer, do first irrigation and weed control early, topdress nitrogen, protect from pests/diseases, then harvest at proper maturity."
W136,What are major constraints reducing wheat yield in Pakistan?,en,wheat,general_info,"Constraints include late sowing, low‑quality seed, poor fertility, inadequate irrigation, weeds, pests, diseases, and sometimes low prices or lack of credit."
W137,How can I manage wheat in fields with poor drainage?,en,wheat,irrigation,"Improve drainage with channels and beds, avoid over‑irrigation, use organic matter to improve structure, and never let water stand long around wheat roots."
W138,Is it safe to irrigate wheat with slightly brackish water?,en,wheat,irrigation,"Slightly brackish water can sometimes be used if salts are within limits, but monitor soil salinity, blend with better water if possible, and avoid over‑irrigation."
W139,What are symptoms of waterlogging stress in wheat?,en,wheat,irrigation,"Waterlogged wheat shows yellowing, stunting, fewer tillers, rotting roots and sometimes lodging; timely drainage is critical to save the crop."
W140,Can I grow wheat organically without chemical fertilizers and pesticides?,en,wheat,general_info,"Yes, but yields may be lower; use good rotations, compost or FYM, green manures, resistant varieties and mechanical or cultural weed and pest management."
W141,What organic manures or biofertilizers are good for wheat?,en,wheat,fertilizer,"Well‑decomposed FYM, compost, green manure crops and approved biofertilizers all help improve soil structure, nutrient supply and biology for wheat."
W142,How to manage weeds in organic wheat farming without herbicides?,en,wheat,weed_control,"Use crop rotation, stale seedbed, manual or mechanical weeding, mulching and narrow row spacing; these non‑chemical methods can suppress many weeds."
W143,Are there any mobile-based advisory services for wheat farmers in Pakistan?,en,wheat,general_info,"In some areas, government, NGOs or private companies run SMS, call center or app‑based advisory services; ask your local agri office about available options."
W144,How often should I scout my wheat field for pests and diseases?,en,wheat,pest,"During active growth, scouting every 7–10 days is good; check more frequently if conditions favor pests or diseases or if neighbors report outbreaks."
W145,What are early warning signs of rust outbreak in wheat area?,en,wheat,disease,"Watch for sudden appearance of small yellow/orange rust spots on leaves, especially on susceptible varieties; stay updated with local disease alerts."
W146,How does seed rate affect lodging and disease in wheat?,en,wheat,sowing,Low seed rate may cause gaps and more weeds; very high rate can increase lodging and disease; follow recommended seed rate for balanced stand.
W147,Can heavy rains after sowing affect wheat seed germination?,en,wheat,sowing,"Heavy rains soon after sowing can cause seed rotting, poor emergence and crusting; good drainage and proper seed depth reduce this risk."
W148,What is the recommended seed dressing chemical for smut control in wheat?,en,wheat,disease,"Use a fungicidal seed dressing recommended against smut, applied at correct dose per kilogram of seed, to protect the next crop."
W149,Which combination of fertilizer and irrigation gives best wheat yield?,en,wheat,fertilizer,Combine balanced NPK with well‑timed irrigations at critical stages; avoid both severe moisture stress and over‑watering to get the best yield.
W150,Please suggest a complete plant protection schedule for wheat crop.,en,wheat,disease,"A complete schedule includes seed treatment, preventive fungicide sprays in high‑risk periods, monitoring and timely curative sprays plus cultural controls like rotation and sanitation."
W151,What is the best time to spray for aphids in wheat?,en,wheat,pest,"Spray when aphid populations approach threshold, often from booting to milky stage, before they build up on ears and cause serious damage."
W152,How can I avoid spray drift while using boom sprayer in wheat?,en,wheat,pest,"Use the correct nozzle, low‑to‑moderate pressure, spray close to the target, avoid strong winds, and shut off boom ends when turning."
W153,Is mulching beneficial in wheat fields under moisture stress?,en,wheat,irrigation,"Yes, mulching helps reduce evaporation, maintain soil moisture and moderate temperature, which is helpful for wheat under limited water conditions."
W154,What yield loss can occur if weeds are not controlled in wheat?,en,wheat,weed_control,"Yield losses can be huge, sometimes more than 30–50%, because weeds take nutrients, light and water that the wheat needs for grain production."
W155,How does delayed sowing impact yield and disease pressure in wheat?,en,wheat,sowing,"Delayed sowing usually shortens the growth period, reduces tillering, increases rust risk, and typically leads to noticeable yield reduction."
W156,Is it okay to sow wheat after sugarcane harvest? What to watch out for?,en,wheat,sowing,"Yes, but sugarcane exhausts soil and may leave residues and pests; improve soil with manure, plough properly, and adjust sowing time and fertilizer."
W157,Which wheat varieties are tolerant to rust disease?,en,wheat,disease,Use varieties identified by your research institutes as rust‑tolerant; they reduce risk but still need monitoring and sometimes timely fungicide sprays.
W158,How can I differentiate between nutrient deficiency and disease in wheat leaves?,en,wheat,nutrient_deficiency,"Deficiency patterns are often uniform and linked to soil or plant age, while diseases may make spots, lesions or irregular patches; extension guides with pictures help a lot."
W159,What precautions should I take while storing wheat in village godowns?,en,wheat,harvest,"Store in clean, dry, insect‑free rooms, keep bags on pallets, away from walls, cover properly and check regularly for moisture or pest problems."
W160,How can I control storage pests like weevils in stored wheat grain?,en,wheat,harvest,"Clean stores before filling, use approved fumigants or protectants correctly, keep grain dry and sealed, and monitor regularly for insects."
