"id","text","language","crop","label","answer"
"R037","When to transplant rice seedlings?","en","rice","cultivation_info","Rice seedlings are usually transplanted into the field 20 to 30 days after sowing in the nursery."
"R038","How to grow rice step by step?","en","rice","cultivation_info","Rice can be grown step by step by preparing soil, sowing seeds in a nursery, transplanting seedlings, managing water and nutrients, and harvesting mature crops."
"R039","What season is best for rice?","en","rice","cultivation_info","The best season for rice is the Kharif season when temperatures are warm and water availability is sufficient."
"R040","How to plant rice in field?","en","rice","cultivation_info","Rice is planted by transplanting young seedlings into flooded fields with proper spacing between plants."
"R041","When to start rice nursery?","en","rice","cultivation_info","Rice nursery preparation usually starts in May so seedlings are ready for transplanting in June."
"R042","How long does rice take to mature?","en","rice","cultivation_info","Rice typically matures in about 3 to 5 months depending on the variety and climate conditions."
"R043","What is rice growing season?","en","rice","cultivation_info","Rice growing season in Pakistan generally runs from May or June until October."
"R044","How to cultivate rice crop?","en","rice","cultivation_info","Rice cultivation requires proper field preparation, transplanting healthy seedlings, maintaining standing water, and managing fertilizers."
"R045","When to plant rice in Punjab?","en","rice","cultivation_info","In Punjab, rice is commonly planted between late May and mid June."
"R046","How to grow rice in Pakistan?","en","rice","cultivation_info","Rice in Pakistan is grown in warm climates with adequate irrigation and fertile soils."
"R047","What is rice planting time?","en","rice","cultivation_info","Rice planting time usually begins in early summer when temperatures are suitable for seed germination."
"R048","How to make rice nursery?","en","rice","cultivation_info","A rice nursery is prepared by sowing seeds in small prepared beds where seedlings grow before transplanting."
"R049","When is rice transplanting time?","en","rice","cultivation_info","Rice transplanting is usually done 3 to 4 weeks after sowing seeds in the nursery."
"R050","How to grow rice from seed?","en","rice","cultivation_info","Rice can be grown from seed by sowing in nursery beds and then transplanting seedlings into the main field."
"R051","What is rice crop cycle?","en","rice","cultivation_info","The rice crop cycle includes nursery preparation, transplanting, vegetative growth, flowering, grain filling, and harvesting."
"R052","How to grow rice in field?","en","rice","cultivation_info","Rice grows well in flooded fields where water is maintained at shallow levels."
"R053","When to sow rice?","en","rice","cultivation_info","Rice sowing usually starts in May or June depending on the region."
"R054","How to start rice farming?","en","rice","cultivation_info","Rice farming starts with selecting suitable varieties, preparing land, and sowing seeds in nurseries."
"R055","What is rice cultivation?","en","rice","cultivation_info","Rice cultivation is the process of growing rice using proper agricultural practices and water management."
"R056","How to grow rice crop?","en","rice","cultivation_info","To grow rice crop successfully farmers must manage water, fertilizers, weeds, pests, and diseases."
"R057","When to plant rice?","en","rice","cultivation_info","Rice planting begins when temperatures are warm and water is available for field flooding."
"R058","How to plant rice?","en","rice","cultivation_info","Rice is planted by transplanting seedlings or direct seeding depending on the farming method."
"R059","What is rice growing process?","en","rice","cultivation_info","Rice growing process includes seed selection, nursery preparation, transplanting, crop management, and harvesting."
"R060","How to grow rice?","en","rice","cultivation_info","Rice grows best in fertile soil with sufficient water supply and warm weather."
"R061","When is rice season?","en","rice","cultivation_info","Rice season is generally during the Kharif season from summer to early autumn."
"R062","How to cultivate rice?","en","rice","cultivation_info","Rice cultivation involves careful water management and proper nutrient supply."
"R063","What is rice planting season?","en","rice","cultivation_info","Rice planting season typically begins in late spring or early summer."
"R064","How to grow rice in Sindh?","en","rice","cultivation_info","Rice can be grown in Sindh using irrigation systems and suitable high yield varieties."
"R065","When to transplant rice?","en","rice","cultivation_info","Rice transplanting is usually done when seedlings reach 20 to 30 days of age."
"R066","How to prepare rice nursery?","en","rice","cultivation_info","Rice nursery preparation includes preparing small beds, adding fertilizers, and sowing soaked seeds."
"R067","What is rice nursery?","en","rice","cultivation_info","A rice nursery is a small area where seeds are grown into seedlings before transplanting."
"R068","How to grow rice in KPK?","en","rice","cultivation_info","Rice can also be grown in KPK in areas with sufficient irrigation and warm temperatures."
"R069","When to start rice planting?","en","rice","cultivation_info","Rice planting usually starts when soil temperature becomes warm enough for plant growth."
"R070","How to grow rice in Balochistan?","en","rice","cultivation_info","Rice can be grown in Balochistan in irrigated areas with suitable climate conditions."
"R071","What is rice crop?","en","rice","cultivation_info","Rice is an important cereal crop grown for its edible grains."
"R072","How to grow rice in Pakistan?","en","rice","cultivation_info","Rice farming in Pakistan depends heavily on irrigation and proper crop management."
"R073","When is rice transplanting?","en","rice","cultivation_info","Rice transplanting usually occurs about one month after seed sowing."
"R074","How to grow rice step by step?","en","rice","cultivation_info","Rice growing step by step includes seed selection, nursery management, transplanting, irrigation, fertilization, and harvesting."
"R075","What is rice growing time?","en","rice","cultivation_info","Rice growing time varies depending on variety but typically ranges from 100 to 150 days."
"R076","How to grow rice in Punjab?","en","rice","cultivation_info","Rice can be grown successfully in Punjab using proper irrigation and recommended varieties."
"R077","When to plant rice in Pakistan?","en","rice","cultivation_info","Rice planting in Pakistan usually begins in May or June depending on climate conditions."
"R078","How to grow rice from seed?","en","rice","cultivation_info","Rice seeds can be soaked and sown in nurseries before transplanting to the field."
"R079","What is rice farming?","en","rice","cultivation_info","Rice farming refers to cultivating rice crops using proper agricultural practices."
"R080","How to grow rice crop?","en","rice","cultivation_info","Rice crops grow best when water levels and nutrient supply are properly managed."
"R081","When to sow rice seeds?","en","rice","cultivation_info","Rice seeds are usually sown in nurseries before transplanting into the main field."
"R082","How to grow rice in field?","en","rice","cultivation_info","Rice grows well in fields with good water retention and proper fertilizer application."
"R083","What is rice cultivation process?","en","rice","cultivation_info","Rice cultivation process involves several stages from seed sowing to harvesting."
"R084","How to grow rice?","en","rice","cultivation_info","Rice plants grow well in warm climates with adequate irrigation."
"R085","When to transplant rice seedlings?","en","rice","cultivation_info","Rice seedlings should be transplanted when they are about 3 to 4 weeks old."
"R086","How to grow rice in Sindh?","en","rice","cultivation_info","Rice can be grown in Sindh using irrigation canals and improved rice varieties."
"R087","What is rice planting?","en","rice","cultivation_info","Rice planting involves transplanting healthy seedlings into prepared fields."
"R088","How to grow rice?","en","rice","cultivation_info","Rice cultivation requires good water management and fertile soil conditions."
"R089","When to plant rice in Sindh?","en","rice","cultivation_info","Rice planting in Sindh usually starts in June."
"R090","How to grow rice in Punjab?","en","rice","cultivation_info","Rice farming in Punjab benefits from fertile soil and canal irrigation systems."
"R091","What is rice growing?","en","rice","cultivation_info","Rice growing refers to the process of cultivating rice plants for grain production."
"R092","How to grow rice?","en","rice","cultivation_info","Rice is grown by preparing the land, raising seedlings in a nursery, transplanting them into puddled fields, managing irrigation, applying fertilizers, controlling weeds and pests, and harvesting when the grains mature."
"R093","When to start rice?","en","rice","cultivation_info","The best time to plant rice in Pakistan is usually from late May to early July depending on the region and variety."
"R094","How to grow rice?","en","rice","cultivation_info","Rice seeds are generally sown in nursery beds during May or early June for transplanting later."
"R095","What is rice crop cycle?","en","rice","cultivation_info","Land for rice should be ploughed, leveled properly, and puddled with water so the soil can retain moisture."
"R096","How to grow rice?","en","rice","cultivation_info","Rice cultivation involves land preparation, nursery raising, transplanting, irrigation management, fertilization, pest control, and harvesting."
"R097","What are rice diseases?","en","rice","disease_query","Common rice diseases include blast, bacterial blight, sheath blight, brown spot, and tungro virus."
"R098","How to treat rice blast?","en","rice","disease_query","Rice blast can be treated using recommended fungicides and by planting resistant rice varieties."
"R099","What is rice blast disease?","en","rice","disease_query","Rice blast is a fungal disease that causes lesions on leaves and reduces crop yield."
"R100","How to control rice blast?","en","rice","disease_query","Rice blast can be controlled by proper field management, balanced fertilizers, and fungicide application."
"R101","Rice leaves have brown spots. What to do?","en","rice","disease_query","Brown spots on rice leaves usually indicate brown spot disease caused by fungal infection."
"R102","What is brown spot in rice?","en","rice","disease_query","Brown spot is a fungal disease that causes dark brown spots on rice leaves and grains."
"R103","How to treat rice bacterial blight?","en","rice","disease_query","Rice bacterial blight can be managed by using resistant varieties and avoiding excessive nitrogen fertilizer."
"R104","What is sheath blight in rice?","en","rice","disease_query","Sheath blight is a fungal disease that affects rice stems and leaves causing lesions."
"R105","How to control rice diseases?","en","rice","disease_query","Rice diseases can be controlled through resistant varieties, proper spacing, and fungicide sprays."
"R106","Rice plant is yellow. What disease?","en","rice","disease_query","Yellow rice plants may indicate nutrient deficiency or disease infection such as tungro."
"R107","What is false smut in rice?","en","rice","disease_query","False smut is a fungal disease that forms greenish balls on rice grains."
"R108","How to treat rice leaf blast?","en","rice","disease_query","Rice leaf blast can be treated using fungicides and proper nitrogen management."
"R109","Rice has white spots. What to do?","en","rice","disease_query","White spots on rice leaves may indicate fungal infection or disease symptoms."
"R110","What is rice tungro disease?","en","rice","disease_query","Rice tungro is a viral disease spread by leafhoppers causing yellowing and stunted growth."
"R111","How to prevent rice blast?","en","rice","disease_query","Rice blast can be prevented by planting resistant varieties and maintaining balanced fertilizers."
"R112","Rice leaves turning brown. Help.","en","rice","disease_query","Brown leaves may indicate disease such as brown spot or blast infection."
"R113","What is bacterial blight in rice?","en","rice","disease_query","Bacterial blight causes yellowing and drying of rice leaves."
"R114","How to treat rice sheath blight?","en","rice","disease_query","Sheath blight can be controlled by improving air circulation and applying fungicides."
"R115","Rice plant dying. What disease?","en","rice","disease_query","If rice plants are dying suddenly it may be due to disease or severe pest infestation."
"R116","What is rice blast?","en","rice","disease_query","Rice blast is one of the most destructive fungal diseases in rice cultivation."
"R117","How to control rice blast disease?","en","rice","disease_query","Rice blast disease can be controlled using fungicides and proper field sanitation."
"R118","Rice has spots on leaves. What is it?","en","rice","disease_query","Leaf spots on rice usually indicate fungal diseases such as brown spot or blast."
"R119","What is sheath rot in rice?","en","rice","disease_query","Sheath rot is a fungal disease that affects rice panicles and reduces grain quality."
"R120","How to treat rice brown spot?","en","rice","disease_query","Rice brown spot can be treated with fungicides and balanced fertilizer application."
"R121","Rice leaves have lesions. Help.","en","rice","disease_query","Lesions on rice leaves are often symptoms of fungal diseases like blast."
"R122","What is leaf scald in rice?","en","rice","disease_query","Leaf scald is a fungal disease that causes large irregular lesions on rice leaves."
"R123","How to prevent rice diseases?","en","rice","disease_query","Rice diseases can be prevented by crop rotation and using resistant varieties."
"R124","Rice plant sick. What to do?","en","rice","disease_query","If rice plants look sick farmers should check for diseases, pests, or nutrient deficiencies."
"R125","What is rice disease?","en","rice","disease_query","Rice diseases are infections caused by fungi, bacteria, or viruses affecting crop health."
"R126","How to treat rice tungro?","en","rice","disease_query","Rice tungro can be managed by controlling insect vectors such as leafhoppers."
"R127","Rice has fungal infection. Help.","en","rice","disease_query","Fungal infections in rice are usually controlled using fungicides and proper crop management."
"R128","What is narrow brown leaf spot?","en","rice","disease_query","Narrow brown leaf spot is a fungal disease that causes narrow lesions on rice leaves."
"R129","How to control rice bacterial blight?","en","rice","disease_query","Bacterial blight control includes using resistant varieties and avoiding excess nitrogen."
"R130","Rice leaves yellow. What disease?","en","rice","disease_query","Yellow rice leaves may indicate disease, nutrient deficiency, or water stress."
"R131","What is rice false smut?","en","rice","disease_query","False smut disease affects rice grains and forms abnormal greenish growths."
"R132","How to treat rice sheath rot?","en","rice","disease_query","Sheath rot can be treated by removing infected plants and applying fungicides."
"R133","Rice plant has spots. What to do?","en","rice","disease_query","Spots on rice plants may indicate fungal diseases or pest damage."
"R134","What is rice leaf blast?","en","rice","disease_query","Leaf blast is a fungal disease causing spindle shaped lesions on rice leaves."
"R135","How to identify rice diseases?","en","rice","disease_query","Rice diseases can be identified by observing symptoms on leaves, stems, and grains."
"R136","Rice crop has disease. Help.","en","rice","disease_query","If rice crops are diseased farmers should apply recommended treatments quickly."
"R137","What is rice sheath blight?","en","rice","disease_query","Sheath blight affects the lower part of rice plants and spreads in humid conditions."
"R138","How to treat rice leaf scald?","en","rice","disease_query","Leaf scald treatment involves fungicide application and proper crop management."
"R139","Rice leaves have brown lesions. What?","en","rice","disease_query","Brown lesions on rice leaves are common symptoms of blast disease."
"R140","What is rice bacterial blight?","en","rice","disease_query","Bacterial blight causes yellow stripes and wilting of rice leaves."
"R141","How to control rice brown spot?","en","rice","disease_query","Brown spot disease can be controlled with fungicides and balanced fertilization."
"R142","Rice plant infected. What to do?","en","rice","disease_query","Infected rice plants should be treated promptly to prevent disease spread."
"R143","What is rice sheath rot?","en","rice","disease_query","Sheath rot damages rice panicles and reduces grain quality."
"R144","How to treat rice false smut?","en","rice","disease_query","False smut can be treated using fungicide sprays during flowering stage."
"R145","Rice has blast. What to do?","en","rice","disease_query","If rice has blast symptoms farmers should apply fungicides immediately."
"R146","What is rice tungro?","en","rice","disease_query","Rice tungro causes yellowing and stunted growth of rice plants."
"R147","How to prevent rice blast disease?","en","rice","disease_query","Rice blast prevention includes resistant varieties and proper crop management."
"R148","Rice leaves have fungus. Help.","en","rice","disease_query","Fungal infections often appear as spots or lesions on rice leaves."
"R149","What is rice brown spot?","en","rice","disease_query","Brown spot disease causes brown circular spots on rice leaves."
"R150","How to control rice sheath blight?","en","rice","disease_query","Sheath blight can be controlled by reducing plant density and applying fungicides."
"R151","Rice plant has blast. Help.","en","rice","disease_query","Blast infected plants show spindle shaped lesions on leaves."
"R152","What is rice leaf scald?","en","rice","disease_query","Leaf scald disease causes drying and large lesions on leaves."
"R153","How to treat rice diseases?","en","rice","disease_query","Rice diseases should be treated using proper fungicides and field sanitation."
"R154","Rice crop sick. What disease?","en","rice","disease_query","Sick rice crops may suffer from fungal, bacterial, or viral infections."
"R155","What is rice sheath blight disease?","en","rice","disease_query","Sheath blight disease spreads quickly in warm and humid environments."
"R156","How to identify rice blast?","en","rice","disease_query","Rice blast can be identified by diamond shaped spots on leaves."
"R157","Rice has bacterial blight. What to do?","en","rice","disease_query","Bacterial blight infected leaves turn yellow and dry from the edges."
"R158","What is rice false smut disease?","en","rice","disease_query","False smut disease forms abnormal green balls on rice grains."
"R159","How to control rice tungro?","en","rice","disease_query","Rice tungro can be controlled by managing insect vectors."
"R160","Rice leaves diseased. Help.","en","rice","disease_query","Diseased rice leaves often show spots, lesions, or discoloration."
"R161","What is rice disease symptoms?","en","rice","disease_query","Rice disease symptoms include yellowing, spots, lesions, and poor plant growth."
"R162","How to treat rice leaf diseases?","en","rice","disease_query","Leaf diseases in rice can be treated with fungicides and good crop management."
"R163","Rice plant has brown spot. Help.","en","rice","disease_query","Brown spot symptoms include dark brown lesions on rice leaves."
"R164","What is rice blast symptoms?","en","rice","disease_query","Blast symptoms include spindle shaped spots with gray centers."
"R165","How to prevent rice bacterial blight?","en","rice","disease_query","Bacterial blight can be prevented by using resistant varieties."
"R166","Rice has sheath blight. What to do?","en","rice","disease_query","Sheath blight infected plants should be treated with fungicides."
"R167","What is rice disease treatment?","en","rice","disease_query","Rice disease treatment includes fungicides, resistant varieties, and proper field management."
"R168","How to control rice false smut?","en","rice","disease_query","Common rice diseases include blast, bacterial blight, sheath blight, brown spot, and tungro virus."
"R169","Rice crop has blast. Help.","en","rice","disease_query","Rice blast can be treated using recommended fungicides and by planting resistant rice varieties."
"R170","What is rice bacterial blight symptoms?","en","rice","disease_query","Rice blast is a fungal disease that causes lesions on leaves and reduces crop yield."
"R171","How to treat rice blast disease?","en","rice","disease_query","Rice blast can be controlled by proper field management, balanced fertilizers, and fungicide application."
"R172","Rice leaves have blast. What to do?","en","rice","disease_query","Brown spots on rice leaves usually indicate brown spot disease caused by fungal infection."
"R173","What is rice disease control?","en","rice","disease_query","Brown spot is a fungal disease that causes dark brown spots on rice leaves and grains."
"R174","How to identify rice diseases?","en","rice","disease_query","Rice bacterial blight can be managed by using resistant varieties and avoiding excessive nitrogen fertilizer."
"R175","Rice plant has disease. Help.","en","rice","disease_query","Sheath blight is a fungal disease that affects rice stems and leaves causing lesions."
"R176","What are rice pests?","en","rice","pest_query","Common rice pests include stem borer, rice hispa, leaf folder, gall midge, brown planthopper, and green leafhopper."
"R177","How to control rice stem borer?","en","rice","pest_query","Rice stem borer is a serious pest that damages the stem and causes dead hearts or white heads in rice plants."
"R178","What is rice hispa?","en","rice","pest_query","Rice hispa is a beetle that scrapes the green surface of rice leaves and causes white streaks."
"R179","How to treat rice leaf folder?","en","rice","pest_query","Rice leaf folder is a caterpillar that folds rice leaves and feeds inside them."
"R180","Rice has insects. What to do?","en","rice","pest_query","If rice plants have insects, farmers should identify the pest and apply recommended insecticides."
"R181","What is rice gall midge?","en","rice","pest_query","Rice gall midge is a pest that causes silver shoots and prevents normal plant growth."
"R182","How to control rice pests?","en","rice","pest_query","Rice pests can be controlled using proper monitoring, biological control, and insecticides when needed."
"R183","Rice leaves eaten by insects. Help.","en","rice","pest_query","Insects eating rice leaves usually indicate pests such as leaf folder or hispa."
"R184","What is stem borer in rice?","en","rice","pest_query","Stem borer larvae bore into rice stems and damage the plant from inside."
"R185","How to treat rice hispa?","en","rice","pest_query","Rice hispa damage appears as scraped leaves with white patches."
"R186","Rice plant has bugs. What to do?","en","rice","pest_query","If rice plants have bugs, farmers should inspect leaves, stems, and roots to identify pests."
"R187","What is leaf folder in rice?","en","rice","pest_query","Leaf folder larvae fold rice leaves and feed inside them causing reduced photosynthesis."
"R188","How to control rice leaf folder?","en","rice","pest_query","Leaf folder can be controlled using recommended insecticides and removing infested leaves."
"R189","Rice has stem borer. Help.","en","rice","pest_query","If stem borer is present, farmers should apply insecticides at the early stage of infestation."
"R190","What is rice stem borer?","en","rice","pest_query","Rice stem borer is one of the most destructive pests in rice farming."
"R191","How to treat rice stem borer?","en","rice","pest_query","Stem borer control includes resistant varieties and proper insecticide use."
"R192","Rice leaves have insects. What?","en","rice","pest_query","Insects on rice leaves may include leaf folder, hispa, or other leaf feeding pests."
"R193","What is rice leaf folder?","en","rice","pest_query","Rice leaf folder damage is seen as folded leaves with feeding marks."
"R194","How to control rice hispa?","en","rice","pest_query","Rice hispa can be controlled by spraying recommended insecticides."
"R195","Rice plant infested. What to do?","en","rice","pest_query","If rice plants are infested with pests, early control measures should be taken."
"R196","What is rice gall midge pest?","en","rice","pest_query","Rice gall midge is a small fly whose larvae damage the plant shoots."
"R197","How to treat rice pests?","en","rice","pest_query","Rice pest treatment usually includes insecticide sprays and proper crop monitoring."
"R198","Rice has hispa. What to do?","en","rice","pest_query","If rice has hispa infestation, farmers should remove heavily damaged leaves and apply insecticides."
"R199","What is rice pest?","en","rice","pest_query","Rice pests are insects that damage rice plants and reduce yield."
"R200","How to prevent rice stem borer?","en","rice","pest_query","Stem borer prevention includes proper field sanitation and balanced fertilizer use."
"R201","Rice leaves folded. What pest?","en","rice","pest_query","Folded rice leaves are usually caused by leaf folder larvae."
"R202","What is rice leaf folder pest?","en","rice","pest_query","Rice leaf folder pest damages leaves and reduces plant growth."
"R203","How to control rice gall midge?","en","rice","pest_query","Gall midge can be controlled using resistant rice varieties and proper pest management."
"R204","Rice plant has stem borer. Help.","en","rice","pest_query","Stem borer infestation can cause drying of the central shoot called dead heart."
"R205","What is rice hispa pest?","en","rice","pest_query","Rice hispa pest feeds on rice leaves and damages leaf tissues."
"R206","How to treat rice leaf folder?","en","rice","pest_query","Leaf folder treatment involves insecticide sprays and field monitoring."
"R207","Rice has leaf folder. What to do?","en","rice","pest_query","If rice has leaf folder infestation farmers should spray recommended pesticides."
"R208","What is rice pest control?","en","rice","pest_query","Rice pest control includes cultural, biological, and chemical methods."
"R209","How to prevent rice pests?","en","rice","pest_query","Rice pests can be prevented by crop rotation and proper crop management."
"R210","Rice crop has insects. Help.","en","rice","pest_query","If rice crop has insects farmers should inspect plants and take control measures."
"R211","What is stem borer?","en","rice","pest_query","Stem borer larvae damage rice stems by boring inside them."
"R212","How to control rice insects?","en","rice","pest_query","Rice insects can be controlled by integrated pest management practices."
"R213","Rice leaves have hispa. Help.","en","rice","pest_query","Hispa damage usually appears as white streaks on rice leaves."
"R214","What is rice insect?","en","rice","pest_query","Rice insects are pests that feed on rice plants and reduce crop productivity."
"R215","How to treat rice gall midge?","en","rice","pest_query","Gall midge treatment includes resistant varieties and insecticides."
"R216","Rice plant has pests. What to do?","en","rice","pest_query","If rice plants have pests farmers should monitor fields regularly."
"R217","What is rice pest treatment?","en","rice","pest_query","Rice pest treatment includes identifying pests and applying suitable control methods."
"R218","How to identify rice pests?","en","rice","pest_query","Rice pests can be identified by observing damage symptoms on leaves and stems."
"R219","Rice has gall midge. Help.","en","rice","pest_query","Gall midge infestation causes silver shoot formation in rice plants."
"R220","What is rice stem borer pest?","en","rice","pest_query","Stem borer pest attacks rice stems and reduces grain production."
"R221","How to control rice stem borer?","en","rice","pest_query","Stem borer can be controlled by recommended insecticide sprays."
"R222","Rice leaves have pests. What?","en","rice","pest_query","Pests on rice leaves may include leaf folder, hispa, and other insects."
"R223","What is rice leaf folder?","en","rice","pest_query","Leaf folder is a pest that folds leaves and feeds inside them."
"R224","How to treat rice stem borer?","en","rice","pest_query","Stem borer treatment includes early insecticide application."
"R225","Rice crop has stem borer. Help.","en","rice","pest_query","Rice pest management helps protect crops from insect damage."
"R226","What is rice pest?","en","rice","pest_query","Common rice pests include stem borer, rice hispa, leaf folder, gall midge, brown planthopper, and green leafhopper."
"R227","What fertilizer for rice?","en","rice","fertilizer_query","Rice requires balanced fertilizers including nitrogen, phosphorus, and potassium for proper growth."
"R228","How much fertilizer for rice?","en","rice","fertilizer_query","Farmers usually apply fertilizers such as urea, DAP, and potash to rice crops."
"R229","When to apply fertilizer to rice?","en","rice","fertilizer_query","Fertilizer should be applied at different growth stages of rice including transplanting and tillering."
"R230","What is NPK for rice?","en","rice","fertilizer_query","NPK stands for nitrogen, phosphorus, and potassium which are essential nutrients for rice."
"R231","How to fertilize rice crop?","en","rice","fertilizer_query","Rice fertilization involves applying fertilizers at recommended doses for better yield."
"R232","What is best fertilizer for rice?","en","rice","fertilizer_query","The best fertilizers for rice include urea for nitrogen, DAP for phosphorus, and potash for potassium."
"R233","When to give urea to rice?","en","rice","fertilizer_query","Urea is usually applied in split doses during the rice growing period."
"R234","How much urea for rice?","en","rice","fertilizer_query","Urea application depends on soil fertility and recommended nutrient doses."
"R235","What fertilizer at rice transplanting?","en","rice","fertilizer_query","DAP fertilizer is commonly applied during land preparation or transplanting stage."
"R236","How to apply fertilizer to rice?","en","rice","fertilizer_query","Fertilizer should be applied evenly across the rice field for uniform plant growth."
"R237","What is rice fertilizer schedule?","en","rice","fertilizer_query","Rice fertilizer schedule includes basal application and top dressing stages."
"R238","When to apply urea to rice?","en","rice","fertilizer_query","Urea is commonly applied during tillering and panicle initiation stages."
"R239","How much DAP for rice?","en","rice","fertilizer_query","DAP provides phosphorus which helps root development in rice plants."
"R240","What is split application in rice?","en","rice","fertilizer_query","Split application means applying fertilizer in several stages rather than all at once."
"R241","How to fertilize rice?","en","rice","fertilizer_query","Rice fertilization improves plant growth and grain production."
"R242","What fertilizer for rice nursery?","en","rice","fertilizer_query","Rice nursery may require small doses of nitrogen fertilizer for healthy seedlings."
"R243","When to fertilize rice?","en","rice","fertilizer_query","Fertilizers should be applied based on soil test recommendations."
"R244","How much fertilizer per acre rice?","en","rice","fertilizer_query","Per acre fertilizer requirement depends on soil fertility and rice variety."
"R245","What is rice fertilizer?","en","rice","fertilizer_query","Rice fertilizer provides essential nutrients needed for plant growth."
"R246","How to give fertilizer to rice?","en","rice","fertilizer_query","Fertilizers should be applied with irrigation to help nutrients dissolve in soil."
